"entrez_id","ensembl_id","symbol"
"205","ENSG00000162433","AK4"
"207","ENSG00000142208","AKT1"
"208","ENSG00000105221","AKT2"
"210","ENSG00000148218","ALAD"
"211","ENSG00000023330","ALAS1"
"212","ENSG00000158578","ALAS2"
"213","ENSG00000163631","ALB"
"214","ENSG00000170017","ALCAM"
"215","ENSG00000101986","ABCD1"
"216","ENSG00000165092","ALDH1A1"
"217","ENSG00000111275","ALDH2"
"218","ENSG00000108602","ALDH3A1"
"219","ENSG00000137124","ALDH1B1"
"220","ENSG00000184254","ALDH1A3"
"221","ENSG00000006534","ALDH3B1"
"222","ENSG00000132746","ALDH3B2"
"223","ENSG00000143149","ALDH9A1"
"224","ENSG00000072210","ALDH3A2"
"225","ENSG00000173208","ABCD2"
"226","ENSG00000149925","ALDOA"
"229","ENSG00000136872","ALDOB"
"230","ENSG00000109107","ALDOC"
"231","ENSG00000085662","AKR1B1"
"238","ENSG00000171094","ALK"
"239","ENSG00000108839","ALOX12"
"240","ENSG00000012779","ALOX5"
"240","ENSG00000275565","ALOX5"
"241","ENSG00000132965","ALOX5AP"
"242","ENSG00000179477","ALOX12B"
"245","ENSG00000291084","ALOX12P2"
"246","ENSG00000161905","ALOX15"
"247","ENSG00000179593","ALOX15B"
"248","ENSG00000163295","ALPI"
"249","ENSG00000162551","ALPL"
"250","ENSG00000163283","ALPP"
"251","ENSG00000163286","ALPG"
"257","ENSG00000156150","ALX3"
"258","ENSG00000178522","AMBN"
"259","ENSG00000106927","AMBP"
"262","ENSG00000123505","AMD1"
"265","ENSG00000125363","AMELX"
"266","ENSG00000099721","AMELY"
"267","ENSG00000159461","AMFR"
"268","ENSG00000104899","AMH"
"269","ENSG00000135409","AMHR2"
"270","ENSG00000116748","AMPD1"
"271","ENSG00000116337","AMPD2"
"272","ENSG00000133805","AMPD3"
"273","ENSG00000078053","AMPH"
"274","ENSG00000136717","BIN1"
"275","ENSG00000145020","AMT"
"276","ENSG00000237763","AMY1A"
"277","ENSG00000174876","AMY1B"
"278","ENSG00000187733","AMY1C"
"279","ENSG00000243480","AMY2A"
"279","ENSG00000174876","AMY2A"
"280","ENSG00000240038","AMY2B"
"281","ENSG00000227408","AMYP1"
"283","ENSG00000214274","ANG"
"284","ENSG00000154188","ANGPT1"
"285","ENSG00000091879","ANGPT2"
"286","ENSG00000029534","ANK1"
"287","ENSG00000145362","ANK2"
"288","ENSG00000151150","ANK3"
"290","ENSG00000166825","ANPEP"
"291","ENSG00000151729","SLC25A4"
"292","ENSG00000005022","SLC25A5"
"293","ENSG00000169100","SLC25A6"
"301","ENSG00000135046","ANXA1"
"302","ENSG00000182718","ANXA2"
"306","ENSG00000138772","ANXA3"
"307","ENSG00000196975","ANXA4"
"308","ENSG00000164111","ANXA5"
"309","ENSG00000197043","ANXA6"
"310","ENSG00000138279","ANXA7"
"311","ENSG00000122359","ANXA11"
"312","ENSG00000104537","ANXA13"
"313","ENSG00000136250","AOAH"
"314","ENSG00000131480","AOC2"
"316","ENSG00000138356","AOX1"
"317","ENSG00000120868","APAF1"
"318","ENSG00000164978","NUDT2"
"319","ENSG00000175336","APOF"
"320","ENSG00000107282","APBA1"
"320","ENSG00000276497","APBA1"
"321","ENSG00000034053","APBA2"
"321","ENSG00000276495","APBA2"
"322","ENSG00000166313","APBB1"
"323","ENSG00000163697","APBB2"
"324","ENSG00000134982","APC"
"325","ENSG00000132703","APCS"
"326","ENSG00000160224","AIRE"
"327","ENSG00000164062","APEH"
"328","ENSG00000100823","APEX1"
"329","ENSG00000110330","BIRC2"
"330","ENSG00000023445","BIRC3"
"331","ENSG00000101966","XIAP"
"332","ENSG00000089685","BIRC5"
"333","ENSG00000105290","APLP1"
"334","ENSG00000084234","APLP2"
"335","ENSG00000118137","APOA1"
"336","ENSG00000158874","APOA2"
"337","ENSG00000110244","APOA4"
"338","ENSG00000084674","APOB"
"339","ENSG00000111701","APOBEC1"
"341","ENSG00000130208","APOC1"
"342","ENSG00000291128","APOC1P1"
"343","ENSG00000103375","AQP8"
"344","ENSG00000234906","APOC2"
"345","ENSG00000110245","APOC3"
"346","ENSG00000267467","APOC4"
"347","ENSG00000189058","APOD"
"348","ENSG00000130203","APOE"
"350","ENSG00000091583","APOH"
"351","ENSG00000142192","APP"
"353","ENSG00000198931","APRT"
"354","ENSG00000142515","KLK3"
"355","ENSG00000026103","FAS"
"356","ENSG00000117560","FASLG"
"357","ENSG00000146950","SHROOM2"
"358","ENSG00000240583","AQP1"
"359","ENSG00000167580","AQP2"
"360","ENSG00000165272","AQP3"
"361","ENSG00000171885","AQP4"
"362","ENSG00000161798","AQP5"
"363","ENSG00000086159","AQP6"
"364","ENSG00000165269","AQP7"
"366","ENSG00000103569","AQP9"
"367","ENSG00000169083","AR"
"368","ENSG00000091262","ABCC6"
"368","ENSG00000275331","ABCC6"
"369","ENSG00000078061","ARAF"
"372","ENSG00000095139","ARCN1"
"373","ENSG00000113595","TRIM23"
"374","ENSG00000109321","AREG"
"375","ENSG00000143761","ARF1"
"377","ENSG00000134287","ARF3"
"378","ENSG00000168374","ARF4"
"379","ENSG00000175906","ARL4D"
"381","ENSG00000004059","ARF5"
"382","ENSG00000165527","ARF6"
"383","ENSG00000118520","ARG1"
"384","ENSG00000081181","ARG2"
"387","ENSG00000067560","RHOA"
"388","ENSG00000143878","RHOB"
"389","ENSG00000155366","RHOC"
"390","ENSG00000115963","RND3"
"391","ENSG00000177105","RHOG"
"392","ENSG00000175220","ARHGAP1"
"393","ENSG00000089820","ARHGAP4"
"394","ENSG00000100852","ARHGAP5"
"395","ENSG00000047648","ARHGAP6"
"396","ENSG00000141522","ARHGDIA"
"397","ENSG00000111348","ARHGDIB"
"398","ENSG00000242173","ARHGDIG"
"399","ENSG00000168421","RHOH"
"400","ENSG00000120805","ARL1"
"401","ENSG00000165462","PHOX2A"
"402","ENSG00000213465","ARL2"
"403","ENSG00000138175","ARL3"
"405","ENSG00000143437","ARNT"
"406","ENSG00000133794","BMAL1"
"407","ENSG00000120500","ARR3"
"408","ENSG00000137486","ARRB1"
"409","ENSG00000141480","ARRB2"
"410","ENSG00000100299","ARSA"
"411","ENSG00000113273","ARSB"
"412","ENSG00000101846","STS"
"414","ENSG00000006756","ARSD"
"415","ENSG00000157399","ARSL"
"416","ENSG00000062096","ARSF"
"417","ENSG00000129744","ART1"
"419","ENSG00000156219","ART3"
"420","ENSG00000111339","ART4"
"421","ENSG00000099889","ARVCF"
"427","ENSG00000104763","ASAH1"
"429","ENSG00000139352","ASCL1"
"430","ENSG00000183734","ASCL2"
"432","ENSG00000141505","ASGR1"
"433","ENSG00000161944","ASGR2"
"434","ENSG00000101440","ASIP"
"435","ENSG00000126522","ASL"
"438","ENSG00000196433","ASMT"
"439","ENSG00000198356","GET3"
"440","ENSG00000070669","ASNS"
"443","ENSG00000108381","ASPA"
"444","ENSG00000198363","ASPH"
"445","ENSG00000130707","ASS1"
"447","ENSG00000223922","ASS1P2"
"449","ENSG00000213487","ASS1P4"
"450","ENSG00000227881","ASS1P5"
"451","ENSG00000215583","ASS1P6"
"454","ENSG00000217791","ASS1P9"
"455","ENSG00000215325","ASS1P10"
"459","ENSG00000257316","ASS1P14"
"460","ENSG00000152092","ASTN1"
"462","ENSG00000117601","SERPINC1"
"463","ENSG00000140836","ZFHX3"
"466","ENSG00000123268","ATF1"
"467","ENSG00000162772","ATF3"
"468","ENSG00000128272","ATF4"
"471","ENSG00000138363","ATIC"
"472","ENSG00000149311","ATM"
"473","ENSG00000142599","RERE"
"474","ENSG00000172238","ATOH1"
"475","ENSG00000177556","ATOX1"
"476","ENSG00000163399","ATP1A1"
"477","ENSG00000018625","ATP1A2"
"478","ENSG00000105409","ATP1A3"
"479","ENSG00000075673","ATP12A"
"480","ENSG00000132681","ATP1A4"
"481","ENSG00000143153","ATP1B1"
"482","ENSG00000129244","ATP1B2"
"483","ENSG00000069849","ATP1B3"
"486","ENSG00000137731","FXYD2"
"487","ENSG00000196296","ATP2A1"
"488","ENSG00000174437","ATP2A2"
"489","ENSG00000074370","ATP2A3"
"490","ENSG00000070961","ATP2B1"
"491","ENSG00000157087","ATP2B2"
"492","ENSG00000067842","ATP2B3"
"493","ENSG00000058668","ATP2B4"
"495","ENSG00000105675","ATP4A"
"496","ENSG00000186009","ATP4B"
"496","ENSG00000288359","ATP4B"
"498","ENSG00000152234","ATP5F1A"
"501","ENSG00000164904","ALDH7A1"
"504","ENSG00000227682","ATP5F1AP2"
"506","ENSG00000110955","ATP5F1B"
"507","ENSG00000231635","ATP5F1BP1"
"509","ENSG00000165629","ATP5F1C"
"513","ENSG00000099624","ATP5F1D"
"514","ENSG00000124172","ATP5F1E"
"515","ENSG00000116459","ATP5PB"
"516","ENSG00000159199","ATP5MC1"
"517","ENSG00000135390","ATP5MC2"
"518","ENSG00000154518","ATP5MC3"
"521","ENSG00000169020","ATP5ME"
"522","ENSG00000154723","ATP5PF"
"523","ENSG00000114573","ATP6V1A"
"525","ENSG00000116039","ATP6V1B1"
"526","ENSG00000147416","ATP6V1B2"
"527","ENSG00000185883","ATP6V0C"
"528","ENSG00000155097","ATP6V1C1"
"529","ENSG00000131100","ATP6V1E1"
"533","ENSG00000117410","ATP6V0B"
"534","ENSG00000213760","ATP6V1G2"
"534","ENSG00000234920","ATP6V1G2"
"534","ENSG00000226850","ATP6V1G2"
"534","ENSG00000234668","ATP6V1G2"
"534","ENSG00000230900","ATP6V1G2"
"534","ENSG00000206445","ATP6V1G2"
"534","ENSG00000227587","ATP6V1G2"
"535","ENSG00000033627","ATP6V0A1"
"537","ENSG00000071553","ATP6AP1"
"538","ENSG00000165240","ATP7A"
"539","ENSG00000241837","ATP5PO"
"540","ENSG00000123191","ATP7B"
"541","ENSG00000251400","ALDH7A1P1"
"542","ENSG00000232292","ALDH7A1P2"
"545","ENSG00000175054","ATR"
"546","ENSG00000085224","ATRX"
"547","ENSG00000130294","KIF1A"
"549","ENSG00000148090","AUH"
"550","ENSG00000115307","AUP1"
"551","ENSG00000101200","AVP"
"552","ENSG00000166148","AVPR1A"
"553","ENSG00000198049","AVPR1B"
"554","ENSG00000126895","AVPR2"
"558","ENSG00000167601","AXL"
"563","ENSG00000160862","AZGP1"
"566","ENSG00000172232","AZU1"
"566","ENSG00000278624","AZU1"
"567","ENSG00000166710","B2M"
"567","ENSG00000273686","B2M"
"570","ENSG00000136881","BAAT"
"570","ENSG00000276559","BAAT"
"571","ENSG00000156273","BACH1"
"572","ENSG00000002330","BAD"
"573","ENSG00000107262","BAG1"
"575","ENSG00000181790","ADGRB1"
"576","ENSG00000121753","ADGRB2"
"577","ENSG00000135298","ADGRB3"
"578","ENSG00000030110","BAK1"
"579","ENSG00000109705","NKX3-2"
"580","ENSG00000138376","BARD1"
"581","ENSG00000087088","BAX"
"582","ENSG00000174483","BBS1"
"583","ENSG00000125124","BBS2"
"585","ENSG00000140463","BBS4"
"586","ENSG00000060982","BCAT1"
"587","ENSG00000105552","BCAT2"
"590","ENSG00000114200","BCHE"
"593","ENSG00000248098","BCKDHA"
"594","ENSG00000083123","BCKDHB"
"595","ENSG00000110092","CCND1"
"596","ENSG00000171791","BCL2"
"597","ENSG00000140379","BCL2A1"
"598","ENSG00000171552","BCL2L1"
"599","ENSG00000129473","BCL2L2"
"602","ENSG00000069399","BCL3"
"604","ENSG00000113916","BCL6"
"605","ENSG00000110987","BCL7A"
"605","ENSG00000282873","BCL7A"
"607","ENSG00000116128","BCL9"
"608","ENSG00000048462","TNFRSF17"
"610","ENSG00000099822","HCN2"
"611","ENSG00000128617","OPN1SW"
"613","ENSG00000186716","BCR"
"616","ENSG00000215456","BCRP4"
"617","ENSG00000074582","BCS1L"
"618","ENSG00000236824","BCYRN1"
"622","ENSG00000161267","BDH1"
"622","ENSG00000275544","BDH1"
"623","ENSG00000100739","BDKRB1"
"624","ENSG00000168398","BDKRB2"
"627","ENSG00000176697","BDNF"
"629","ENSG00000243649","CFB"
"629","ENSG00000242335","CFB"
"629","ENSG00000241534","CFB"
"629","ENSG00000243570","CFB"
"629","ENSG00000204359","CFB"
"629","ENSG00000241253","CFB"
"629","ENSG00000239754","CFB"
"631","ENSG00000125864","BFSP1"
"632","ENSG00000242252","BGLAP"
"633","ENSG00000182492","BGN"
"634","ENSG00000079385","CEACAM1"
"635","ENSG00000145692","BHMT"
"636","ENSG00000151746","BICD1"
"637","ENSG00000015475","BID"
"638","ENSG00000100290","BIK"
"639","ENSG00000057657","PRDM1"
"640","ENSG00000136573","BLK"
"640","ENSG00000285369","BLK"
"641","ENSG00000197299","BLM"
"642","ENSG00000108578","BLMH"
"643","ENSG00000160683","CXCR5"
"644","ENSG00000106605","BLVRA"
"645","ENSG00000090013","BLVRB"
"646","ENSG00000169594","BNC1"
"648","ENSG00000168283","BMI1"
"649","ENSG00000168487","BMP1"
"650","ENSG00000125845","BMP2"
"651","ENSG00000152785","BMP3"
"652","ENSG00000125378","BMP4"
"653","ENSG00000112175","BMP5"
"654","ENSG00000153162","BMP6"
"655","ENSG00000101144","BMP7"
"656","ENSG00000116985","BMP8B"
"657","ENSG00000107779","BMPR1A"
"658","ENSG00000138696","BMPR1B"
"659","ENSG00000204217","BMPR2"
"660","ENSG00000102010","BMX"
"661","ENSG00000168495","POLR3D"
"662","ENSG00000113734","BNIP1"
"663","ENSG00000140299","BNIP2"
"664","ENSG00000176171","BNIP3"
"665","ENSG00000104765","BNIP3L"
"666","ENSG00000176720","BOK"
"667","ENSG00000151914","DST"
"668","ENSG00000183770","FOXL2"
"669","ENSG00000172331","BPGM"
"670","ENSG00000137274","BPHL"
"671","ENSG00000101425","BPI"
"672","ENSG00000012048","BRCA1"
"673","ENSG00000157764","BRAF"
"675","ENSG00000139618","BRCA2"
"676","ENSG00000137948","BRDT"
"677","ENSG00000185650","ZFP36L1"
"678","ENSG00000152518","ZFP36L2"
"680","ENSG00000102239","BRS3"
"682","ENSG00000172270","BSG"
"683","ENSG00000109743","BST1"
"684","ENSG00000130303","BST2"
"685","ENSG00000174808","BTC"
"686","ENSG00000169814","BTD"
"687","ENSG00000119138","KLF9"
"688","ENSG00000102554","KLF5"
"689","ENSG00000145741","BTF3"
"694","ENSG00000133639","BTG1"
"695","ENSG00000010671","BTK"
"696","ENSG00000124557","BTN1A1"
"699","ENSG00000169679","BUB1"
"701","ENSG00000156970","BUB1B"
"705","ENSG00000112578","BYSL"
"706","ENSG00000100300","TSPO"
"708","ENSG00000108561","C1QBP"
"710","ENSG00000149131","SERPING1"
"711","ENSG00000281708","ERC2-IT1"
"712","ENSG00000173372","C1QA"
"713","ENSG00000173369","C1QB"
"714","ENSG00000159189","C1QC"
"715","ENSG00000159403","C1R"
"715","ENSG00000288512","C1R"
"716","ENSG00000182326","C1S"
"717","ENSG00000166278","C2"
"717","ENSG00000231543","C2"
"717","ENSG00000206372","C2"
"717","ENSG00000226560","C2"
"717","ENSG00000204364","C2"
"717","ENSG00000235696","C2"
"717","ENSG00000235017","C2"
"718","ENSG00000125730","C3"
"719","ENSG00000171860","C3AR1"
"720","ENSG00000244731","C4A"
"720","ENSG00000227746","C4A"
"720","ENSG00000244207","C4A"
"720","ENSG00000206340","C4A"
"721","ENSG00000224389","C4B"
"721","ENSG00000224639","C4B"
"721","ENSG00000228454","C4B"
"721","ENSG00000236625","C4B"
"721","ENSG00000228267","C4B"
"722","ENSG00000123838","C4BPA"
"724","ENSG00000232621","C4BPAP2"
"725","ENSG00000123843","C4BPB"
"726","ENSG00000149260","CAPN5"
"727","ENSG00000106804","C5"
"728","ENSG00000197405","C5AR1"
"729","ENSG00000039537","C6"
"730","ENSG00000112936","C7"
"731","ENSG00000157131","C8A"
"732","ENSG00000021852","C8B"
"733","ENSG00000176919","C8G"
"734","ENSG00000164823","OSGIN2"
"735","ENSG00000113600","C9"
"738","ENSG00000149823","VPS51"
"740","ENSG00000149792","MRPL49"
"741","ENSG00000174276","ZNHIT2"
"744","ENSG00000066382","MPPED2"
"745","ENSG00000124920","MYRF"
"746","ENSG00000134825","TMEM258"
"747","ENSG00000134780","DAGLA"
"750","ENSG00000221819","GAS8-AS1"
"752","ENSG00000184922","FMNL1"
"753","ENSG00000168675","LDLRAD4"
"754","ENSG00000183255","PTTG1IP"
"755","ENSG00000160226","CFAP410"
"757","ENSG00000142188","TMEM50B"
"757","ENSG00000263160","TMEM50B"
"758","ENSG00000186732","MPPED1"
"759","ENSG00000133742","CA1"
"760","ENSG00000104267","CA2"
"761","ENSG00000164879","CA3"
"762","ENSG00000167434","CA4"
"763","ENSG00000174990","CA5A"
"764","ENSG00000260133","CA5AP1"
"765","ENSG00000131686","CA6"
"766","ENSG00000168748","CA7"
"767","ENSG00000178538","CA8"
"768","ENSG00000107159","CA9"
"770","ENSG00000063180","CA11"
"771","ENSG00000074410","CA12"
"773","ENSG00000141837","CACNA1A"
"774","ENSG00000148408","CACNA1B"
"775","ENSG00000151067","CACNA1C"
"775","ENSG00000285479","CACNA1C"
"776","ENSG00000157388","CACNA1D"
"777","ENSG00000198216","CACNA1E"
"778","ENSG00000102001","CACNA1F"
"779","ENSG00000081248","CACNA1S"
"780","ENSG00000204580","DDR1"
"780","ENSG00000223680","DDR1"
"780","ENSG00000229767","DDR1"
"780","ENSG00000234078","DDR1"
"780","ENSG00000215522","DDR1"
"780","ENSG00000137332","DDR1"
"780","ENSG00000230456","DDR1"
"781","ENSG00000153956","CACNA2D1"
"782","ENSG00000067191","CACNB1"
"783","ENSG00000165995","CACNB2"
"784","ENSG00000167535","CACNB3"
"785","ENSG00000182389","CACNB4"
"786","ENSG00000108878","CACNG1"
"788","ENSG00000178537","SLC25A20"
"790","ENSG00000084774","CAD"
"793","ENSG00000104327","CALB1"
"794","ENSG00000172137","CALB2"
"794","ENSG00000282830","CALB2"
"795","ENSG00000169906","S100G"
"796","ENSG00000110680","CALCA"
"797","ENSG00000175868","CALCB"
"798","ENSG00000253179","CALCP"
"799","ENSG00000004948","CALCR"
"800","ENSG00000122786","CALD1"
"801","ENSG00000198668","CALM1"
"802","ENSG00000223467","CALM1P1"
"805","ENSG00000143933","CALM2"
"808","ENSG00000160014","CALM3"
"810","ENSG00000178363","CALML3"
"811","ENSG00000179218","CALR"
"813","ENSG00000128595","CALU"
"814","ENSG00000152495","CAMK4"
"815","ENSG00000070808","CAMK2A"
"816","ENSG00000058404","CAMK2B"
"817","ENSG00000145349","CAMK2D"
"818","ENSG00000148660","CAMK2G"
"819","ENSG00000164615","CAMLG"
"820","ENSG00000164047","CAMP"
"821","ENSG00000127022","CANX"
"821","ENSG00000283777","CANX"
"822","ENSG00000042493","CAPG"
"823","ENSG00000014216","CAPN1"
"824","ENSG00000162909","CAPN2"
"825","ENSG00000092529","CAPN3"
"826","ENSG00000126247","CAPNS1"
"827","ENSG00000077274","CAPN6"
"828","ENSG00000105519","CAPS"
"829","ENSG00000116489","CAPZA1"
"830","ENSG00000198898","CAPZA2"
"831","ENSG00000153113","CAST"
"832","ENSG00000077549","CAPZB"
"833","ENSG00000110619","CARS1"
"833","ENSG00000278191","CARS1"
"834","ENSG00000137752","CASP1"
"835","ENSG00000106144","CASP2"
"836","ENSG00000164305","CASP3"
"837","ENSG00000196954","CASP4"
"838","ENSG00000137757","CASP5"
"839","ENSG00000138794","CASP6"
"840","ENSG00000165806","CASP7"
"841","ENSG00000064012","CASP8"
"842","ENSG00000132906","CASP9"
"843","ENSG00000003400","CASP10"
"844","ENSG00000143318","CASQ1"
"845","ENSG00000118729","CASQ2"
"846","ENSG00000036828","CASR"
"847","ENSG00000121691","CAT"
"857","ENSG00000105974","CAV1"
"858","ENSG00000105971","CAV2"
"859","ENSG00000182533","CAV3"
"860","ENSG00000124813","RUNX2"
"861","ENSG00000159216","RUNX1"
"862","ENSG00000079102","RUNX1T1"
"863","ENSG00000129993","CBFA2T3"
"864","ENSG00000020633","RUNX3"
"865","ENSG00000067955","CBFB"
"866","ENSG00000170099","SERPINA6"
"866","ENSG00000277405","SERPINA6"
"867","ENSG00000110395","CBL"
"868","ENSG00000114423","CBLB"
"869","ENSG00000102924","CBLN1"
"871","ENSG00000149257","SERPINH1"
"873","ENSG00000159228","CBR1"
"874","ENSG00000159231","CBR3"
"875","ENSG00000160200","CBS"
"881","ENSG00000185972","CCIN"
"883","ENSG00000171097","KYAT1"
"883","ENSG00000286112","KYAT1"
"885","ENSG00000187094","CCK"
"886","ENSG00000163394","CCKAR"
"887","ENSG00000110148","CCKBR"
"889","ENSG00000001631","KRIT1"
"890","ENSG00000145386","CCNA2"
"891","ENSG00000134057","CCNB1"
"892","ENSG00000112237","CCNC"
"894","ENSG00000118971","CCND2"
"896","ENSG00000112576","CCND3"
"897","ENSG00000224473","CCND3P1"
"898","ENSG00000105173","CCNE1"
"899","ENSG00000162063","CCNF"
"900","ENSG00000113328","CCNG1"
"901","ENSG00000138764","CCNG2"
"902","ENSG00000134480","CCNH"
"904","ENSG00000129315","CCNT1"
"905","ENSG00000082258","CCNT2"
"908","ENSG00000146731","CCT6A"
"909","ENSG00000158477","CD1A"
"910","ENSG00000158485","CD1B"
"911","ENSG00000158481","CD1C"
"912","ENSG00000158473","CD1D"
"913","ENSG00000158488","CD1E"
"914","ENSG00000116824","CD2"
"915","ENSG00000167286","CD3D"
"916","ENSG00000198851","CD3E"
"917","ENSG00000160654","CD3G"
"919","ENSG00000198821","CD247"
"920","ENSG00000010610","CD4"
"921","ENSG00000110448","CD5"
"922","ENSG00000073754","CD5L"
